iso3,area_name,period,source_citation,note
KNA,St. Kitts & Nevis,2012,"Saint Kitts and Nevis Vital Registration - Deaths 2012 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
LCA,St. Lucia,2009,"Saint Lucia Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
VCT,St. Vincent & Grenadines,2013,"Saint Vincent and the Grenadines Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
SUR,Suriname,2010,"Suriname Vital Registration - Deaths 2010 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
SUR,Suriname,2011,"Suriname Vital Registration - Deaths 2011 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
SUR,Suriname,2012,"Suriname Vital Registration - Deaths 2012 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
TTO,Trinidad & Tobago,2009,"Trinidad and Tobago Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
BHR,Bahrain,2012,"Bahrain Vital Registration - Deaths 2012 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
BHR,Bahrain,2013,"Bahrain Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
BRN,Brunei,2012,"Brunei Vital Registration - Deaths 2012 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
CHN,China,2012,"Hong Kong Vital Registration - Deaths 2012 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
CHN,China,2013,"Hong Kong Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
ISR,Israel,2012,"Israel Vital Registration - Deaths 2012 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
JOR,Jordan,2011,"Jordan Vital Registration - Deaths 2011 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
KWT,Kuwait,2013,"Kuwait Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
PSE,Palestinian Territories,2011,"Palestine - West Bank and Gaza Strip Vital Registration - Deaths 2011 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
SYR,Syria,2010,"Syria Vital Registration - Deaths 2010 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
TUR,Turkey,2012,"Turkey Vital Registration - Deaths 2012 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
TUR,Turkey,2013,"Turkey Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
AUT,Austria,2013,"Austria Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
BEL,Belgium,2000,"Belgium Vital Registration - Deaths 2000 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
BEL,Belgium,2001,"Belgium Vital Registration - Deaths 2001 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
BEL,Belgium,2002,"Belgium Vital Registration - Deaths 2002 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
BEL,Belgium,2011,"Belgium Vital Registration - Deaths 2011 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
BEL,Belgium,2012,"Belgium Vital Registration - Deaths 2012 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
HRV,Croatia,2013,"Croatia Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
CZE,Czechia,2013,"Czech Republic Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
FIN,Finland,2013,"Finland Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
DEU,Germany,2013,"Germany Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
HUN,Hungary,2013,"Hungary Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
LUX,Luxembourg,2013,"Luxembourg Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
MNE,Montenegro,2001,"Montenegro Vital Registration - Deaths 2001 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
MNE,Montenegro,2002,"Montenegro Vital Registration - Deaths 2002 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
MNE,Montenegro,2003,"Serbia and Montenegro - Montenegro Vital Registration - Deaths 2003 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
MNE,Montenegro,2004,"Serbia and Montenegro - Montenegro Vital Registration - Deaths 2004 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NLD,Netherlands,2013,"Netherlands Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
PRT,Portugal,2013,"Portugal Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
MDA,Moldova,2013,"Moldova Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
SRB,Serbia,2013,"Serbia Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
ESP,Spain,2013,"Spain Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
CHE,Switzerland,2011,"Switzerland Vital Registration - Deaths 2011 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
CHE,Switzerland,2012,"Switzerland Vital Registration - Deaths 2012 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2011,"United Kingdom - Northern Ireland Vital Registration - Deaths 2011 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2012,"United Kingdom - Northern Ireland Vital Registration - Deaths 2012 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2013,"United Kingdom - Northern Ireland Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2013,"United Kingdom - Scotland Vital Registration - Deaths 2013 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
FJI,Fiji,2001,"Fiji Vital Registration - Deaths 2001 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
FJI,Fiji,2002,"Fiji Vital Registration - Deaths 2002 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
FJI,Fiji,2003,"Fiji Vital Registration - Deaths 2003 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
FJI,Fiji,2004,"Fiji Vital Registration - Deaths 2004 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
FJI,Fiji,2005,"Fiji Vital Registration - Deaths 2005 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
FJI,Fiji,2006,"Fiji Vital Registration - Deaths 2006 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
FJI,Fiji,2007,"Fiji Vital Registration - Deaths 2007 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
FJI,Fiji,2008,"Fiji Vital Registration - Deaths 2008 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,1988,"Ministry of Health (New Zealand). New Zealand Mortality Collection 1988. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,1989,"Ministry of Health (New Zealand). New Zealand Mortality Collection 1989. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,1990,"Ministry of Health (New Zealand). New Zealand Mortality Collection 1990. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,1991,"Ministry of Health (New Zealand). New Zealand Mortality Collection 1991. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,1992,"Ministry of Health (New Zealand). New Zealand Mortality Collection 1992. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,1993,"Ministry of Health (New Zealand). New Zealand Mortality Collection 1993. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,1994,"Ministry of Health (New Zealand). New Zealand Mortality Collection 1994. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,1996,"Ministry of Health (New Zealand). New Zealand Mortality Collection 1996. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,1997,"Ministry of Health (New Zealand). New Zealand Mortality Collection 1997. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,1998,"Ministry of Health (New Zealand). New Zealand Mortality Collection 1998. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,1999,"Ministry of Health (New Zealand). New Zealand Mortality Collection 1999. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,2000,"Ministry of Health (New Zealand). New Zealand Mortality Collection 2000. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,2001,"Ministry of Health (New Zealand). New Zealand Mortality Collection 2001. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NZL,New Zealand,2002,"Ministry of Health (New Zealand). New Zealand Mortality Collection 2002. Wellington, New Zealand: Ministry of Health (New Zealand).",Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
